product_name,user_name,user_job_title,user_industry,user_company_size,used_years,rating_overall,rating_ease_of_use,rating_customer_support,rating_features_functionality,rating_value_for_money,rating_likelihood_to_recommend,review_title,review_time,software_pros,software_cons,software_overall_experience,software_comments,software_recommendations,product_id
iCapture,Robert R.,Senior Director,Higher Education,201-500 employees,6 months,5.0,4.0,5.0,5.0,4.0,4.5,Looking for a way to build email lists at events other than a clipboard and pen.,"Jun 14, 2018",Pros: It is a nice piece of software and allows capturing data and leads easily while attending to an event or booth or show.,"Cons: This is good stuff. For us, we just don't have big enough events yet to fully use it to its capacity. Would be great for a large company with sales people on the road and at conventions.",,,,10
iCapture,Verified Reviewer,,Human Resources,1001-5000 employees,6-12 months,3.0,2.0,5.0,2.0,5.0,1.5,Disappointing and Misrepresented,"Mar 19, 2019",Pros: It was nice to have one software that we could use across all shows and know that our teams could be aligned to one instance,Cons: The company claimed several API's they did not actually have; it did not save us money to use this over paying each show directly; the content did not link into Eloqua the way we were told it would in the selling process. Overall very disappointing. Might be useful for baby startups ,,,,10
SMART-TRIAL,Daniel H.,Physician and scientist. ,,,1-2 years,4.0,4.0,5.0,4.0,4.0,4.0,"The software was easy to learn, to set up, to use, and is was also easy to export the data.","May 25, 2018","Pros: It is easy to use, even for beginners in science. The senior researcher can write clarifications in the form questions and can also make restrictions in the forms so that the data will be entered correctly. This reduces the risk of human error during data collection. It was also easy to follow the progress.",Cons: There were some compatibility problems in some of the web-browsers. I think that Mozilla Firefox worked best.,,,,11
SMART-TRIAL,Rikke O.,Student,Medical Devices,1-10 employees,6-12 months,5.0,4.0,4.0,5.0,5.0,4.0,Easy to use and very cost-efficient ,"Jan 26, 2017","Pros: I liked most of their functionalities, especially since I'm not a computer genius I really needed something easy to use. ","Cons: This is one of my first software to use, so I can't compare this software to any other.","Overall: I was scouting for an EDC software online when I stumbled on to SMART-TRIAL, brilliant software that helped me a lot during my studies. They have some features that suited me as I was traveling a lot during my studies, f.e. being able to access it anywhere on my phone or my tablet. ",,Recommendations to other buyers: I'd definitely check it out since they offer free-trial anyone can see for themselves.,11
SMART-TRIAL,Julie T.,Research Audiologist,Hospital &amp; Health Care,51-200 employees,6-12 months,4.0,5.0,5.0,4.0,5.0,4.0,It was a very intuitive system even for someone using data management for the first time.,"May 24, 2018",Pros: The format is large and easy to read and use.  It was convenient having someone else set up the system for us instead of having to do it ourselves.  Jon always replied to our emails and made changes to the set up very quickly.,Cons: It was slow (this might have already been improved).  There were items that could not be customized for our specific use concerning decimal points.  ,"Overall: It was a good introduction to using a data management system.  The service from the company was also very helpful concerning set up, use, and validation of the system. ",,,11
SMART-TRIAL,Katja T.,Clinical Research Manager,Hospital &amp; Health Care,11-50 employees,6-12 months,4.0,4.0,5.0,2.0,4.0,3.0,User friendly. A few basic eCRF functionalities are missing.,"May 24, 2018","Pros: Easy to build eCRF, nice interface. Excellent and quick support! Fun to use! Easy for our customers to use.","Cons: The lack of basic eCRF functionalities such as, alerts and logical checks. A bit awkward when navigating, cannot not go back and forth very easily.",Overall: Can build eCRFs easily and quick.,,,11
SMART-TRIAL,Karolin L.,specialist,Medical Devices,1001-5000 employees,1-2 years,4.0,4.0,5.0,4.0,4.0,2.5,User friendly interface to subjects.  Time consuming to set up multiple languages ,"May 24, 2018",Pros: the flexibility and quick response from the support side. The openness for discussion different solutions,"Cons: in setting up questionnaires, it was time consuming reviewing the different language options, to get an overview.",Overall: possibility to perform the studies,,,11
SMART-TRIAL,Barbara S.,Audiologist,,,6 months,4.0,4.0,5.0,4.0,4.0,2.5,Overall using the system was easy to use and professionally set up and validated.,"May 24, 2018",Pros: The software was easy to use and to navigate. Any adjustments or changes that we needed were made easy and professionally by those we worked with.,"Cons: The software was a bit slow, so moving from one screen to the next took time and seem to have a lag. ",,,,11
Formation,Matthew F.,Project Director,Information Technology and Services,51-200 employees,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Formation Software - DIS,"Aug 10, 2016",,,,"Comments: DIS chose to implement the Professional version of Formation Software. Initially, it was used by Technical Consultants to improve the processing of Technical Site Surveys. Subsequently, Formation has been rolled out to the other areas of the business.  Utilising the power and flexibility of Formation Software, DIS achieved a return on their investment within a matter of months. The levels of savings generated for DIS has been demonstrated as Formation has been deployed into other areas of the business.",,12
Formation,John P.,Sales Manager,Telecommunications,51-200 employees,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Formation Software - CNS,"Aug 10, 2016",,,,"Comments: Formation has brought a huge convenience and efficiency to CNS operations. We have been able to reduce our management overheads by employing a digital solutions rather than a paper based solution. In addition, Formation Software brings all our customer data back into a central repository. This allows CNS to create and analyse meaningful statistics relating to the productivity of our field based engineers.",,12
Formation,Mick F.,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Company enhancing Software ,"Nov 08, 2016",,,,"Comments: since we have taken on Formation its helped all aspects of our business, from planning/quotations on site, to processing the correct information which results in accurate speedy installations by the engineers and productive invoicing.  All from one clear central location, which has less obstacles that previous methods. ",,12
Formation,Nigel T.,Formation Reseller,,,,5.0,5.0,5.0,5.0,5.0,5.0,Very impressed - I became a Formation reseller too!,"May 26, 2016",,,,Comments: I originally signed up as a Formation client to implement digital data collection in my own organisation. It soon became clear to me that Formation Software would be a great asset to some of my other clients. I decided to become a reseller and am now successfully selling Formation Software into the IT sector.,,12
Formation,Jim B.,Director,,,,5.0,5.0,5.0,5.0,5.0,5.0,Reduction in admin days has led to a more streamline approach.,"Jun 07, 2016",,,,Comments: Formation has reduced the amount of admin time required by approx 3 hours per survey submitted. On this basis the pay back period is anticipated to be around 6 weeks! A very good investment. ,,12
VKS,Jonathan A.,Administrateur système,,,2+ years,5.0,5.0,5.0,4.0,5.0,5.0,Easy to create and read work instructions,"Apr 19, 2018",Pros: Easy to create an audit form and quality check list;,Cons: The translation is working with Google translation so I need to review it. This helps to speed up the creation process but it is good to double check.,,,,14
VKS,Verified Reviewer,,,,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Very helpful from continuous improvement point of view.,"Apr 19, 2018","Pros: - Having traceability on our processes (Work instructions, time, quality, serialization.",Cons: -To undo a non-conformance you need to issue a non-conformance resolution. This takes a bit more time as a result but provides a higher level of traceability and accuracy in information.,"Overall: Productivity, standarsation, serialisation, work instruction, user friendly.",,,14
VKS,Mike S.,TWI Specialist,Packaging and Containers,1001-5000 employees,6-12 months,5.0,5.0,5.0,5.0,5.0,5.0,VKS software works for our application.,"May 14, 2018","Pros: We like the fixed format, cloud based and translations.",Cons: none                                                                                                                            ,Overall: A tool to share information in all of our plants.,,,14
VKS,Anthony V.,Intern,,,6 months,1.0,2.0,1.0,2.0,1.0,0.5,Not as good as expected from the company,"Apr 18, 2018","Pros: Pretty much user friendly, easy to build instructions for the operators and also easy to learn how to use it.","Cons: Lots of mistakes about the french translation, specially when we're trying to close a work order. Also impossible to set up manually an affected quantity to 1 unit. It's also impossible to cancel a non-conformity report in case of a mistake, impossible to go back during production. Lot of things that makes VKS hard to use for the operators during production.",,,,14
Grooper,Gerald D.,"Manager, Support Services",Financial Services,501-1000 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Grooper Platform up for the Challenge,"Jan 07, 2019",Pros: My initial experience with Grooper was to improve our OCR processing. Using the Grooper platform we were able to implement four major projects. We used the CMIS connectivity capabilities to extract images from our ECM system as well as locate and identify documents containing PCI data for compliance regulations from the billions of archived documents. We have been able to purge large amounts of documents and automated the process of getting document from our core system to our repository has been great.,Cons: Not knowing all the functionally available with the Grooper platform. Our decision to invest in the training and develop a SME for Groper has been very beneficial.,Overall: The time saved using the Grooper platform for automating processes verses manual intervention  is outstanding! Grooper has been up to the challenge!,,,15
Grooper,William M.,Senior Systems Engineer,Financial Services,51-200 employees,6-12 months,5.0,5.0,5.0,5.0,5.0,5.0,Grooper review,"Nov 21, 2018","Pros: This software is incredibly flexible.  The capabilities seem to be endless, I am amazed at how much it can do.    We use this software in conjunction with our Automation system to bring in documents from DocuSign.  However; we are in the process of expanding it for use by our HR department.","Cons: Out of the box it can be very daunting, it has so many capabilities that it can be very overwhelming.  Taking the training class is an absolute must.  Once I got trained I was able to better understand how to deploy this in our environment.  I would recommend additional training if offered or maybe even take the class twice if possible.  There is so much to learn.",Overall: One of our biggest challenges was how to bring in our DocuSign documents and get them into the OpenTXT platform without intervention.  This is the ticket!,,,15
Grooper,Marie H.,Court Clerk Canadian County,Government Administration,11-50 employees,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Data Entry for our Old Court Documents.,"Oct 03, 2018","Pros: It does most of the work for my employees, cuts time on data entry. Would love to use it in our other data entry program through the court. ",Cons: Using it with Application Extender and doing searches ,Overall: There is so much less down time on importing documents into our system.  The staff take care of us like we are royalty.  ,,,15
Flex Databases,Trevor P.,Business Analyst,Pharmaceuticals,"5001-10,000 employees",2+ years,4.0,3.0,5.0,5.0,5.0,4.0,FlexDatabases @ CMIC,"Oct 31, 2016",Pros: modular based setup allows for customized setup depending on project or organization.,,,,,16
Flex Databases,Doug S.,,,,,5.0,4.0,5.0,5.0,5.0,4.0,Why Flex Databases?,"Nov 02, 2016",,,,Comments: NCGS has partnered with Flex to utilize nearly the entire suite of cloud-based modules Flex has to offer for the industry. Decisions such as these are not made without careful deliberation but we had very little trouble doing so when making this one. NCGS believes in Flex's vision for their platform as it so closely ties to our own ideals of uniformity and simplicity in operations and the delivery of true quality.  ,,16
Flex Databases,Egor K.,PMO Head,,,,5.0,5.0,5.0,5.0,5.0,4.0,Most flexible application and team on the market! ,"Feb 27, 2015",,,,"Comments: We were working with Flex CTMS, EDC and IWRS. By default it was big set of functions , but we needed more and these guys adjusted system so quickly and result was really powerful! Highly recommended!",,16
naturalFORMS,Mark M.,Co-Owner,Construction,11-50 employees,2+ years,4.0,5.0,5.0,4.0,5.0,4.0,Professional Forms,"Feb 21, 2019",Pros: This software is VERY easy to use and upload forms and fields to. It allows our sales reps to provide documents to customers in the field and they can even sign the forms right on their ipad/tablets. Then the forms are automatically emailed to the sales rep and customer once they are submitted/signed. ,"Cons: The app seems to have issues sometimes in regards to submitting documents and emailing them. It doesn't happen to every user, but we've had some have glitches. It's also not very compatible with Android devices, but is very compatible with Apple devices.",Overall: We're able to sign customers much quicker and in the field by using naturalForms. Customers are able to read over the contracts with the sales rep with them standing there with them - which then allows them to ask questions directly to them and not have to call or email later on.,,,17
naturalFORMS,Ashley M.,Systems Manager,Construction,11-50 employees,1-2 years,4.0,5.0,4.0,4.0,4.0,3.5,Easy Field Use,"Mar 19, 2019",Pros: The forms are very easy to set up. It's also very helpful for our sales personnel to use in the field and have customers fill out information and sign contracts right then and there.,Cons: It doesn't work well with Android devices. It also tends to have issues within the apps on iphones and ipads where it won't allow the user to submit documents/email documents.,Overall: It's been helpful to us in signing contracts with new customers in the field. It makes it much easier than having to fill out a hard copy by handwriting it and/or mailing/emailing and having them sign it and send it back. Being able to do all of it in the field gets the job moving much quicker.,,,17
naturalFORMS,Eric W.,Adjuster,,,2+ years,4.0,5.0,4.0,4.0,5.0,3.5,Easy to use app for having contracts signed,"Mar 10, 2018","Pros: This is a nice app to have on your iPad. For the work we do, we need lots of different contracts. Since we have this app, it saves our salesmen lots of room. Everything they need is right there on the app. Once it's signed, the contract can be sent to the linked Dropbox account or emailed to whoever it needs to go to. You can attach pictures to each contract as well. Our guys live the ease of this app. ","Cons: The designer section is not quite as easy. It takes a long time to edit a document the way you'd like it to be. If you are starting a big contract from scratch, it may take a day to get it set up exactly how you'd like it. The nice thing is, you can make certain areas required to fill in. You can do a lot with it, but it can be a pain to get it done. ",,,,17
DataFax,Day M.,Senior Data Manager,Research,501-1000 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,"Have used DataFax for 8 years now, it's a great mature system","Jul 03, 2017",Pros: Robust scheduling function,"Cons: Download to SAS could be improved, would want that one doesn't update the path in the .sas file each time they run a download","Overall: No personal benefits, but a great software to use and one which has made my life as a Data Manager a great deal easier.",,,18
DataFax,Verified Reviewer,,Research,51-200 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,DataFax,"Mar 21, 2019","Pros: Very versatile, tons of features and excellent support from the company",Cons: It does take some technical knowledge to get started so it's not for basic users,Overall: It has been the best overall EDC system I have used,,,18
iMedNet EDC,Susan H.,Founder and Principal,Research,Self-employed,6-12 months,5.0,4.0,3.0,5.0,3.0,4.5,Been using iMedNet EDC for a year but have been familiar with it for several years. ,"Oct 12, 2017","Pros: The functionality and additional modules that allow for the data to flow easily between.  The tool offers every option you might want from plain EDC to randmoization and inventory management, to ePRO, event adjudication and CTMS.  You can customize the modules you need for each study, saving money.","Cons: Sometimes it is difficult to only get the modules you want and need for the right price.  The company says that anyone can program the system, but that is not necessarily true for more complex studies.  It is important to have experience in setting up the system to do it efficiently and effectively.  A library of forms is not available yet.  Cannot use dynamic forms based on a response for a field.  Queries cannot be ""printed"" to send to the sites or others for resolution (i.e. a paper process).  There are other small issues that I know MedNet will be working to add moving forward.","Overall: Good system with lots of functionality.  Provides a tool that is easy to use and has modules for almost all activities related to clinical trials that use data, from EDC to CTMS.  Provides data in formats ready for analysis.  ",,,19
iMedNet EDC,Verified Reviewer,,Hospital &amp; Health Care,1001-5000 employees,1-2 years,5.0,4.0,3.0,4.0,5.0,3.5,iMedNet EDC,"Oct 19, 2018","Pros: I use this for one of my clinical trials. It's not difficult to use and the functions are all there for EDC. Tech support is ok, but not excellent. It's easy on the eyes (very important because you're inputting in a lot of data and it's easy to overlook things and make mistakes, because of all the distracting sidebars, etc).","Cons: Training might take a bit, customer support can be better, and takes a while to learn where all the functions are located.","Overall: Overall, good EDC software and I would use it for all my clinical trials.",,,19
Ultimate Forms,Verified Reviewer,,Construction,1001-5000 employees,1-2 years,5.0,4.0,5.0,4.0,5.0,5.0,Goodbye InfoPath! Forms made easy in native SharePoint,"Jun 27, 2018","Pros: Infowise is a great tool that is built right into SharePoint to create forms and workflows. You are given access to additional field types with indicator bars and other features. If you know how to build a SharePoint list, you are just steps away from learning how to use Infowise. There is virtually no coding to get out of the box functionality that would include workflows, email alerts, and permissions on the forms. I really like how you can add tab level or column level permissions on the form, which makes it so you do not have to do item-level permissions in SharePoint to restrict access to certain parts of the form to certain users. Infowise has a lot of potential to make functional forms very quickly.","Cons: You can only customize the form itself to a certain extent, it is not like InfoPath where you can drag and drop fields on a page. The form is built using tabs and column orders with number of column settings to setup the form. This allows for less coding, but also less customization. If you need to rename  a field, it's not easy to do if you already have rules built around that field, you might have to go back and fix your rules to account for the field name change. It takes a little bit to get used to Infowise if you are used to using InfoPath because they are very different, but it's easy to figure out.",,,,20
Ultimate Forms,Verified Reviewer,,Political Organization,51-200 employees,6 months,5.0,5.0,2.0,5.0,5.0,5.0,Great tool for the money; poor customer support,"Oct 10, 2017","Pros: This has completely changed how we're thinking about forms, metadata collection, and how to use that for our company's benefit. Infowise's tool makes our forms smooth, so it's a lot easier to get end users adopted. Metadata is such a huge benefit, but not an obvious one to our end users, so our simpler forms will really help in that regard.","Cons: The software is great -- the company is very hard to get a response from. It took weeks of repeated emails to get a reply (despite their automated ticketing system), and once I did get a reply, they claimed they couldn't find any record of me trying to communicate with them. By phone, they are never reachable. All that being said, once someone did get in touch with me, I was able to handle business quickly. But it does seem like there's a black hole where initial support and/or sales requests sit for eternity. ","Overall: Metadata, increased adoption, streamlined forms",,,20
Debut,Stephan K.,President,Real Estate,11-50 employees,1-2 years,5.0,3.0,4.0,4.0,5.0,4.0,Great video capture software,"Oct 15, 2018",Pros: I bought this software to capture video clips from a website that had now download function. ,,,,,21
Debut,Pooja M.,Business Development Executive,Internet,11-50 employees,6 months,4.0,5.0,5.0,4.0,5.0,4.5,Best screen recording tool,"May 09, 2019",Pros: Really like small detailed features like mouse highlights &amp; subtle color changes. Easy to Use. ,"Cons: Nothing, there is no con as such. Did not notice ",,,,21
Kofax Kapow,David M.,"Metadata Content Editor, Music LatAm",Entertainment,1001-5000 employees,6 months,4.0,3.0,4.0,4.0,4.0,4.5,Leveraged the benefits and power of robotic process automation for our web-based tools,"Apr 30, 2018","Pros: Kofax Kapow is a powerful robotic process automation tool that lets you automate repetitive software tasks using programmable ""robots"", which are essentially custom-made executable programs that follow a set of predefined rules and perform specific tasks to streamline your processes. Of course, you define both the rules and tasks based on your operational needs. For example, we use this software to automate the capture and processing of data coming from certain web-based applications -- a task that was previously made entirely by hand, in a very error-prone process. By using Kofax Kapow we gain both speed and accuracy in the processing of these critical data.","Cons: The learning curve can be pretty steep, since it deals with algorithms, albeit in a very GUI-like fashion. Kofax provides a complete suite of training video materials but the pace of the trainer can be extremely slow at times. I actually had to speed up the video playback to make them more appealing to watch. However, there is no shortage of tutorials and other learning material included with the product.","Overall: A streamlined operation for what used to be very repetitive, monotonous, and error-prone tasks.",,,22
Kofax Kapow,sai m.,Software Engineer at Verinon,,,6 months,5.0,5.0,4.0,5.0,4.0,4.5,"I am new to this kofax-kapow,Recently i learned by using kofax training videos.I feel easy to learn","Nov 09, 2017",Pros: I like to Extract data from Web sites and Desktop Devices and easy to mapping  Databases and Easy to Extract text from image using internal OCR's. ,Cons: Understanding Licensing and pricing the product.difficulty to fix API Exception bugs.Difficulty to find internal actions,Overall: Managing Content and Extracting data with Schedules facility.  ,,,22
MainEDC,Asia S.,"Data Management, Biostatistics and Statistical Programming Quality Control Manager",Research,51-200 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Really powerful EDC,"Feb 25, 2019",Pros: We have been working with the system for several years as of now and we find MainEDC really powerful.,,,,,23
MainEDC,Verified Reviewer,,Hospital &amp; Health Care,11-50 employees,6-12 months,4.0,4.0,5.0,4.0,5.0,4.5,Effective system,"Feb 20, 2019",Pros: Flexibility in build  and ease of use - fast enough  ,Cons: Need manual edits checks as standard in addition to auto ,"Overall:  We are working with a project that was simple -  and the  sponsor is moving it to  complexity while claiming "" what's changing? ""  and the DM 365 team has been superb in support",,,23
MPS IntelliVector,Navneet K.,,,,,5.0,5.0,5.0,4.0,5.0,4.5,MPS IntelliVector (IDE 1 and IDE 2) ,"Mar 14, 2017",,,,"Comments: We have been using a custom version of MPS IntelliVector (IDE 1 and IDE 2) for more than 4 years now for processing a wide variety of banking forms. I would highlight the flexibility of the solution (especially how easy it is to add new form templates compared to the previously used solution), and the micro tasking (snippeting) approach to data entry which significantly reduced the time spent on data keying and the overall amount data validation required, without any negative effects on the data accuracy. ",,24
MPS IntelliVector,Rayna L.,,,,,4.0,4.0,5.0,3.0,5.0,4.5,Intellivector (IDE2.0),"Mar 10, 2017",,,,Comments: Team is prompt to respond to queries and quick to assist users. :),,24
DataLabs,Sheila B.,Owner,,,,1.0,1.0,5.0,1.0,5.0,4.5,DataLabs is Agonizingly Unintuitive and Extremely unstable,"Oct 30, 2014",,,,"Comments: I am a Clinical Research Associate, and have been a Trial Manager, Project Manager and Data Manager at various times in my 14 years in clinical research.  I now work for a company that uses DataLabs exclusively for all their clinical trials. This database is the MOST user unfriendly, buggiest, inflexible and unintiutive platform I have ever used.  Prior to working in clinical research, I worked in market research, data analytics, and other data - oriented fields, so I know data and databases and am very tech-savvy.  This database has limited reporting capabilities, crashes and freezes regularly, i.e. multiple times per session, and requires 10 steps for something that other databases can do in two.  Reporting capabilities are limited and data entry is extremely cumbersome.  Anyone preparing to work in this environment should plan for 2 persons to complete the work normally accomplished by one in any other database.  Allow extra time and effort to complete any tasks.",,25
DataLabs,Michael I.,Clinical Data Manager,,,,3.0,3.0,5.0,1.0,5.0,4.5,"Better than average system, bad customer support","Jun 08, 2015",,,,Comments: This system is very much a Rave clone with the very good Datalabs IWR system integrated nicely. This system is easy to use from the site and user perspective.  Programming in it is a whole different beast.  Customer service regularly spends weeks before getting around to a task.,,25
